studentID,CourseID,Month,Attendance_Percentage
E1642,CSET243,September,86
E1642,CSET243,October,89
E1642,CSET243,November,86
E1642,CSET243,December,88
E1642,CSET240,July,90
E1642,CSET240,August,85
E1642,CSET240,September,88
E1642,CSET240,October,92
E1642,CSET240,November,85
E1642,CSET240,December,85
E1642,CSET211,July,89
E1642,CSET211,August,93
E1642,CSET211,September,88
E1642,CSET211,October,94
E1642,CSET211,November,86
E1642,CSET211,December,83
E1642,CSET201,July,94
E1642,CSET201,August,87
E1642,CSET201,September,88
E1642,CSET201,October,88
E1642,CSET201,November,85
E1642,CSET201,December,78
E1643,CSET243,July,93
E1643,CSET243,August,91
E1643,CSET243,September,89
E1643,CSET243,October,89
E1643,CSET243,November,89
E1643,CSET243,December,86
E1643,CSET240,July,87
E1643,CSET240,August,87
E1643,CSET240,September,84
E1643,CSET240,October,84
E1643,CSET240,November,84
E1643,CSET240,December,81
E1643,CSET211,July,88
E1643,CSET211,August,87
E1643,CSET211,September,94
E1643,CSET211,October,82
E1643,CSET211,November,81
E1643,CSET211,December,86
E1643,CSET201,July,87
E1643,CSET201,August,89
E1643,CSET201,September,94
E1643,CSET201,October,84
E1643,CSET201,November,94
E1643,CSET201,December,87
E1644,CSET243,July,92
E1644,CSET243,August,90
E1644,CSET243,September,86
E1644,CSET243,October,89
E1644,CSET243,November,88
E1644,CSET243,December,82
E1644,CSET240,July,90
E1644,CSET240,August,91
E1644,CSET240,September,91
E1644,CSET240,October,85
E1644,CSET240,November,83
E1644,CSET240,December,82
E1644,CSET211,July,88
E1644,CSET211,August,81
E1644,CSET211,September,86
E1644,CSET211,October,83
E1644,CSET211,November,90
E1644,CSET211,December,85
E1644,CSET201,July,86
E1644,CSET201,August,85
E1644,CSET201,September,87
E1644,CSET201,October,83
E1644,CSET201,November,84
E1644,CSET201,December,86
E1645,CSET243,July,69
E1645,CSET243,August,72
E1645,CSET243,September,64
E1645,CSET243,October,61
E1645,CSET243,November,61
E1645,CSET243,December,61
E1645,CSET240,July,77
E1645,CSET240,August,70
E1645,CSET240,September,67
E1645,CSET240,October,56
E1645,CSET240,November,63
E1645,CSET240,December,60
E1645,CSET211,July,73
E1645,CSET211,August,74
E1645,CSET211,September,65
E1645,CSET211,October,67
E1645,CSET211,November,59
E1645,CSET211,December,62
E1645,CSET201,July,76
E1645,CSET201,August,70
E1645,CSET201,September,71
E1645,CSET201,October,63
E1645,CSET201,November,63
E1645,CSET201,December,59
E1646,CSET243,July,98
E1646,CSET243,August,94
E1646,CSET243,September,100
E1646,CSET243,October,97
E1646,CSET243,November,99
E1646,CSET243,December,100
E1646,CSET240,July,99
E1646,CSET240,August,94
E1646,CSET240,September,97
E1646,CSET240,October,94
E1646,CSET240,November,99
E1646,CSET240,December,97
E1646,CSET211,July,94
E1646,CSET211,August,98
E1646,CSET211,September,100
E1646,CSET211,October,94
E1646,CSET211,November,96
E1646,CSET211,December,95
E1646,CSET201,July,100
E1646,CSET201,August,96
E1646,CSET201,September,99
E1646,CSET201,October,99
E1646,CSET201,November,93
E1646,CSET201,December,96
E1647,CSET243,July,84
E1647,CSET243,August,87
E1647,CSET243,September,93
E1647,CSET243,October,87
E1647,CSET243,November,85
E1647,CSET243,December,87
E1647,CSET240,July,88
E1647,CSET240,August,89
E1647,CSET240,September,87
E1647,CSET240,October,88
E1647,CSET240,November,86
E1647,CSET240,December,90
E1647,CSET211,July,84
E1647,CSET211,August,89
E1647,CSET211,September,90
E1647,CSET211,October,88
E1647,CSET211,November,84
E1647,CSET211,December,86
E1647,CSET201,July,88
E1647,CSET201,August,91
E1647,CSET201,September,83
E1647,CSET201,October,89
E1647,CSET201,November,81
E1647,CSET201,December,88
E1648,CSET243,July,100
E1648,CSET243,August,95
E1648,CSET243,September,100
E1648,CSET243,October,97
E1648,CSET243,November,95
E1648,CSET243,December,96
E1648,CSET240,July,93
E1648,CSET240,August,95
E1648,CSET240,September,100
E1648,CSET240,October,100
E1648,CSET240,November,90
E1648,CSET240,December,97
E1648,CSET211,July,98
E1648,CSET211,August,93
E1648,CSET211,September,96
E1648,CSET211,October,100
E1648,CSET211,November,93
E1648,CSET211,December,94
E1648,CSET201,July,96
E1648,CSET201,August,100
E1648,CSET201,September,94
E1648,CSET201,October,97
E1648,CSET201,November,97
E1648,CSET201,December,95
E1649,CSET243,July,100
E1649,CSET243,August,100
E1649,CSET243,September,100
E1649,CSET243,October,93
E1649,CSET243,November,95
E1649,CSET243,December,97
E1649,CSET240,July,98
E1649,CSET240,August,93
E1649,CSET240,September,99
E1649,CSET240,October,96
E1649,CSET240,November,97
E1649,CSET240,December,92
E1649,CSET211,July,95
E1649,CSET211,August,97
E1649,CSET211,September,97
E1649,CSET211,October,94
E1649,CSET211,November,92
E1649,CSET211,December,97
E1649,CSET201,July,97
E1649,CSET201,August,98
E1649,CSET201,September,100
E1649,CSET201,October,95
E1649,CSET201,November,99
E1649,CSET201,December,95
E1650,CSET243,July,74
E1650,CSET243,August,72
E1650,CSET243,September,67
E1650,CSET243,October,72
E1650,CSET243,November,67
E1650,CSET243,December,58
E1650,CSET240,July,74
E1650,CSET240,August,77
E1650,CSET240,September,66
E1650,CSET240,October,66
E1650,CSET240,November,59
E1650,CSET240,December,61
E1650,CSET211,July,75
E1650,CSET211,August,74
E1650,CSET211,September,65
E1650,CSET211,October,68
E1650,CSET211,November,67
E1650,CSET211,December,63
E1650,CSET201,July,75
E1650,CSET201,August,74
E1650,CSET201,September,66
E1650,CSET201,October,57
E1650,CSET201,November,67
E1650,CSET201,December,61
E1651,CSET243,July,91
E1651,CSET243,August,89
E1651,CSET243,September,88
E1651,CSET243,October,87
E1651,CSET243,November,89
E1651,CSET243,December,81
E1651,CSET240,July,91
E1651,CSET240,August,86
E1651,CSET240,September,83
E1651,CSET240,October,86
E1651,CSET240,November,80
E1651,CSET240,December,88
E1651,CSET211,July,85
E1651,CSET211,August,89
E1651,CSET211,September,91
E1651,CSET211,October,89
E1651,CSET211,November,85
E1651,CSET211,December,82
E1651,CSET201,July,87
E1651,CSET201,August,90
E1651,CSET201,September,85
E1651,CSET201,October,88
E1651,CSET201,November,83
E1651,CSET201,December,83
E1652,CSET243,July,87
E1652,CSET243,August,92
E1652,CSET243,September,89
E1652,CSET243,October,86
E1652,CSET243,November,83
E1652,CSET243,December,84
E1652,CSET240,July,90
E1652,CSET240,August,91
E1652,CSET240,September,91
E1652,CSET240,October,89
E1652,CSET240,November,86
E1652,CSET240,December,93
E1652,CSET211,July,90
E1652,CSET211,August,87
E1652,CSET211,September,84
E1652,CSET211,October,83
E1652,CSET211,November,85
E1652,CSET211,December,86
E1652,CSET201,July,90
E1652,CSET201,August,86
E1652,CSET201,September,84
E1652,CSET201,October,81
E1652,CSET201,November,83
E1652,CSET201,December,82
E1653,CSET243,July,92
E1653,CSET243,August,89
E1653,CSET243,September,86
E1653,CSET243,October,89
E1653,CSET243,November,91
E1653,CSET243,December,85
E1653,CSET240,July,79
E1653,CSET240,August,84
E1653,CSET240,September,86
E1653,CSET240,October,87
E1653,CSET240,November,82
E1653,CSET240,December,87
E1653,CSET211,July,94
E1653,CSET211,August,90
E1653,CSET211,September,87
E1653,CSET211,October,88
E1653,CSET211,November,88
E1653,CSET211,December,89
E1653,CSET201,July,92
E1653,CSET201,August,85
E1653,CSET201,September,87
E1653,CSET201,October,86
E1653,CSET201,November,85
E1653,CSET201,December,82
E1654,CSET243,July,87
E1654,CSET243,August,90
E1654,CSET243,September,85
E1654,CSET243,October,85
E1654,CSET243,November,84
E1654,CSET243,December,82
E1654,CSET240,July,84
E1654,CSET240,August,89
E1654,CSET240,September,90
E1654,CSET240,October,86
E1654,CSET240,November,86
E1654,CSET240,December,88
E1654,CSET211,July,91
E1654,CSET211,August,93
E1654,CSET211,September,88
E1654,CSET211,October,85
E1654,CSET211,November,84
E1654,CSET211,December,81
E1654,CSET201,July,85
E1654,CSET201,August,96
E1654,CSET201,September,86
E1654,CSET201,October,91
E1654,CSET201,November,84
E1654,CSET201,December,82
E1655,CSET243,July,61
E1655,CSET243,August,55
E1655,CSET243,September,48
E1655,CSET243,October,47
E1655,CSET243,November,39
E1655,CSET243,December,35
E1655,CSET240,July,64
E1655,CSET240,August,56
E1655,CSET240,September,43
E1655,CSET240,October,45
E1655,CSET240,November,40
E1655,CSET240,December,32
E1655,CSET211,July,62
E1655,CSET211,August,56
E1655,CSET211,September,50
E1655,CSET211,October,46
E1655,CSET211,November,42
E1655,CSET211,December,42
E1655,CSET201,July,56
E1655,CSET201,August,53
E1655,CSET201,September,56
E1655,CSET201,October,47
E1655,CSET201,November,36
E1655,CSET201,December,32
E1656,CSET243,July,73
E1656,CSET243,August,69
E1656,CSET243,September,71
E1656,CSET243,October,68
E1656,CSET243,November,61
E1656,CSET243,December,58
E1656,CSET240,July,70
E1656,CSET240,August,69
E1656,CSET240,September,67
E1656,CSET240,October,66
E1656,CSET240,November,61
E1656,CSET240,December,59
E1656,CSET211,July,74
E1656,CSET211,August,74
E1656,CSET211,September,71
E1656,CSET211,October,65
E1656,CSET211,November,60
E1656,CSET211,December,62
E1656,CSET201,July,69
E1656,CSET201,August,67
E1656,CSET201,September,69
E1656,CSET201,October,65
E1656,CSET201,November,64
E1656,CSET201,December,64
E1657,CSET243,July,100
E1657,CSET243,August,95
E1657,CSET243,September,97
E1657,CSET243,October,100
E1657,CSET243,November,98
E1657,CSET243,December,95
E1657,CSET240,July,95
E1657,CSET240,August,99
E1657,CSET240,September,96
E1657,CSET240,October,100
E1657,CSET240,November,97
E1657,CSET240,December,100
E1657,CSET211,July,100
E1657,CSET211,August,97
E1657,CSET211,September,97
E1657,CSET211,October,91
E1657,CSET211,November,95
E1657,CSET211,December,93
E1657,CSET201,July,99
E1657,CSET201,August,97
E1657,CSET201,September,100
E1657,CSET201,October,97
E1657,CSET201,November,98
E1657,CSET201,December,100
E1658,CSET243,July,97
E1658,CSET243,August,94
E1658,CSET243,September,99
E1658,CSET243,October,96
E1658,CSET243,November,93
E1658,CSET243,December,98
E1658,CSET240,July,100
E1658,CSET240,August,94
E1658,CSET240,September,98
E1658,CSET240,October,98
E1658,CSET240,November,100
E1658,CSET240,December,97
E1658,CSET211,July,96
E1658,CSET211,August,96
E1658,CSET211,September,100
E1658,CSET211,October,97
E1658,CSET211,November,93
E1658,CSET211,December,98
E1658,CSET201,July,99
E1658,CSET201,August,97
E1658,CSET201,September,98
E1658,CSET201,October,97
E1658,CSET201,November,95
E1658,CSET201,December,96
E1659,CSET243,July,87
E1659,CSET243,August,89
E1659,CSET243,September,90
E1659,CSET243,October,88
E1659,CSET243,November,83
E1659,CSET243,December,81
E1659,CSET240,July,91
E1659,CSET240,August,84
E1659,CSET240,September,88
E1659,CSET240,October,86
E1659,CSET240,November,83
E1659,CSET240,December,85
E1659,CSET211,July,83
E1659,CSET211,August,88
E1659,CSET211,September,87
E1659,CSET211,October,90
E1659,CSET211,November,81
E1659,CSET211,December,87
E1659,CSET201,July,90
E1659,CSET201,August,85
E1659,CSET201,September,90
E1659,CSET201,October,87
E1659,CSET201,November,84
E1659,CSET201,December,84
E1660,CSET243,July,63
E1660,CSET243,August,54
E1660,CSET243,September,44
E1660,CSET243,October,47
E1660,CSET243,November,39
E1660,CSET243,December,34
E1660,CSET240,July,64
E1660,CSET240,August,56
E1660,CSET240,September,45
E1660,CSET240,October,47
E1660,CSET240,November,37
E1660,CSET240,December,35
E1660,CSET211,July,64
E1660,CSET211,August,52
E1660,CSET211,September,43
E1660,CSET211,October,43
E1660,CSET211,November,41
E1660,CSET211,December,36
E1660,CSET201,July,62
E1660,CSET201,August,56
E1660,CSET201,September,48
E1660,CSET201,October,46
E1660,CSET201,November,44
E1660,CSET201,December,33
E1661,CSET243,July,100
E1661,CSET243,August,90
E1661,CSET243,September,93
E1661,CSET243,October,94
E1661,CSET243,November,92
E1661,CSET243,December,98
E1661,CSET240,July,96
E1661,CSET240,August,98
E1661,CSET240,September,93
E1661,CSET240,October,100
E1661,CSET240,November,96
E1661,CSET240,December,92
E1661,CSET211,July,99
E1661,CSET211,August,97
E1661,CSET211,September,99
E1661,CSET211,October,96
E1661,CSET211,November,94
E1661,CSET211,December,100
E1661,CSET201,July,96
E1661,CSET201,August,99
E1661,CSET201,September,96
E1661,CSET201,October,100
E1661,CSET201,November,93
E1661,CSET201,December,94
E1662,CSET243,July,55
E1662,CSET243,August,57
E1662,CSET243,September,51
E1662,CSET243,October,43
E1662,CSET243,November,40
E1662,CSET243,December,40
E1662,CSET240,July,57
E1662,CSET240,August,49
E1662,CSET240,September,50
E1662,CSET240,October,42
E1662,CSET240,November,37
E1662,CSET240,December,29
E1662,CSET211,July,62
E1662,CSET211,August,52
E1662,CSET211,September,52
E1662,CSET211,October,43
E1662,CSET211,November,37
E1662,CSET211,December,36
E1662,CSET201,July,60
E1662,CSET201,August,60
E1662,CSET201,September,48
E1662,CSET201,October,47
E1662,CSET201,November,43
E1662,CSET201,December,38
E1663,CSET243,July,100
E1663,CSET243,August,98
E1663,CSET243,September,92
E1663,CSET243,October,99
E1663,CSET243,November,96
E1663,CSET243,December,100
E1663,CSET240,July,99
E1663,CSET240,August,100
E1663,CSET240,September,93
E1663,CSET240,October,95
E1663,CSET240,November,91
E1663,CSET240,December,97
E1663,CSET211,July,92
E1663,CSET211,August,100
E1663,CSET211,September,96
E1663,CSET211,October,99
E1663,CSET211,November,92
E1663,CSET211,December,97
E1663,CSET201,July,98
E1663,CSET201,August,100
E1663,CSET201,September,96
E1663,CSET201,October,94
E1663,CSET201,November,90
E1663,CSET201,December,100
E1664,CSET243,July,77
E1664,CSET243,August,72
E1664,CSET243,September,66
E1664,CSET243,October,65
E1664,CSET243,November,65
E1664,CSET243,December,53
E1664,CSET240,July,67
E1664,CSET240,August,69
E1664,CSET240,September,69
E1664,CSET240,October,59
E1664,CSET240,November,62
E1664,CSET240,December,60
E1664,CSET211,July,74
E1664,CSET211,August,74
E1664,CSET211,September,70
E1664,CSET211,October,71
E1664,CSET211,November,63
E1664,CSET211,December,60
E1664,CSET201,July,72
E1664,CSET201,August,69
E1664,CSET201,September,70
E1664,CSET201,October,63
E1664,CSET201,November,63
E1664,CSET201,December,61
E1665,CSET243,July,99
E1665,CSET243,August,99
E1665,CSET243,September,100
E1665,CSET243,October,93
E1665,CSET243,November,94
E1665,CSET243,December,93
E1665,CSET240,July,100
E1665,CSET240,August,99
E1665,CSET240,September,94
E1665,CSET240,October,96
E1665,CSET240,November,95
E1665,CSET240,December,98
E1665,CSET211,July,99
E1665,CSET211,August,95
E1665,CSET211,September,93
E1665,CSET211,October,94
E1665,CSET211,November,95
E1665,CSET211,December,99
E1665,CSET201,July,97
E1665,CSET201,August,99
E1665,CSET201,September,95
E1665,CSET201,October,89
E1665,CSET201,November,100
E1665,CSET201,December,96
E1666,CSET243,July,87
E1666,CSET243,August,85
E1666,CSET243,September,89
E1666,CSET243,October,91
E1666,CSET243,November,87
E1666,CSET243,December,91
E1666,CSET240,July,86
E1666,CSET240,August,90
E1666,CSET240,September,88
E1666,CSET240,October,83
E1666,CSET240,November,85
E1666,CSET240,December,82
E1666,CSET211,July,89
E1666,CSET211,August,92
E1666,CSET211,September,89
E1666,CSET211,October,85
E1666,CSET211,November,89
E1666,CSET211,December,87
E1666,CSET201,July,93
E1666,CSET201,August,91
E1666,CSET201,September,86
E1666,CSET201,October,88
E1666,CSET201,November,90
E1666,CSET201,December,87
E1667,CSET243,July,100
E1667,CSET243,August,94
E1667,CSET243,September,98
E1667,CSET243,October,99
E1667,CSET243,November,98
E1667,CSET243,December,98
E1667,CSET240,July,95
E1667,CSET240,August,95
E1667,CSET240,September,98
E1667,CSET240,October,100
E1667,CSET240,November,94
E1667,CSET240,December,95
E1667,CSET211,July,100
E1667,CSET211,August,100
E1667,CSET211,September,100
E1667,CSET211,October,96
E1667,CSET211,November,97
E1667,CSET211,December,95
E1667,CSET201,July,94
E1667,CSET201,August,100
E1667,CSET201,September,98
E1667,CSET201,October,100
E1667,CSET201,November,95
E1667,CSET201,December,92
E1668,CSET243,July,87
E1668,CSET243,August,87
E1668,CSET243,September,87
E1668,CSET243,October,87
E1668,CSET243,November,87
E1668,CSET243,December,87
E1668,CSET240,July,88
E1668,CSET240,August,91
E1668,CSET240,September,88
E1668,CSET240,October,86
E1668,CSET240,November,87
E1668,CSET240,December,86
E1668,CSET211,July,96
E1668,CSET211,August,90
E1668,CSET211,September,91
E1668,CSET211,October,84
E1668,CSET211,November,82
E1668,CSET211,December,91
E1668,CSET201,July,85
E1668,CSET201,August,88
E1668,CSET201,September,94
E1668,CSET201,October,86
E1668,CSET201,November,82
E1668,CSET201,December,83
E1669,CSET243,July,88
E1669,CSET243,August,89
E1669,CSET243,September,84
E1669,CSET243,October,82
E1669,CSET243,November,86
E1669,CSET243,December,84
E1669,CSET240,July,94
E1669,CSET240,August,86
E1669,CSET240,September,87
E1669,CSET240,October,90
E1669,CSET240,November,85
E1669,CSET240,December,82
E1669,CSET211,July,92
E1669,CSET211,August,91
E1669,CSET211,September,85
E1669,CSET211,October,86
E1669,CSET211,November,81
E1669,CSET211,December,82
E1669,CSET201,July,88
E1669,CSET201,August,88
E1669,CSET201,September,91
E1669,CSET201,October,82
E1669,CSET201,November,90
E1669,CSET201,December,80
E1670,CSET243,July,92
E1670,CSET243,August,84
E1670,CSET243,September,89
E1670,CSET243,October,90
E1670,CSET243,November,85
E1670,CSET243,December,86
E1670,CSET240,July,90
E1670,CSET240,August,91
E1670,CSET240,September,90
E1670,CSET240,October,82
E1670,CSET240,November,86
E1670,CSET240,December,88
E1670,CSET211,July,92
E1670,CSET211,August,83
E1670,CSET211,September,84
E1670,CSET211,October,83
E1670,CSET211,November,80
E1670,CSET211,December,85
E1670,CSET201,July,90
E1670,CSET201,August,89
E1670,CSET201,September,84
E1670,CSET201,October,89
E1670,CSET201,November,85
E1670,CSET201,December,87
E1671,CSET243,July,93
E1671,CSET243,August,91
E1671,CSET243,September,86
E1671,CSET243,October,82
E1671,CSET243,November,84
E1671,CSET243,December,84
E1671,CSET240,July,87
E1671,CSET240,August,83
E1671,CSET240,September,83
E1671,CSET240,October,82
E1671,CSET240,November,86
E1671,CSET240,December,83
E1671,CSET211,July,91
E1671,CSET211,August,92
E1671,CSET211,September,84
E1671,CSET211,October,89
E1671,CSET211,November,86
E1671,CSET211,December,81
E1671,CSET201,July,87
E1671,CSET201,August,87
E1671,CSET201,September,80
E1671,CSET201,October,85
E1671,CSET201,November,85
E1671,CSET201,December,88
E1672,CSET243,July,87
E1672,CSET243,August,89
E1672,CSET243,September,93
E1672,CSET243,October,83
E1672,CSET243,November,85
E1672,CSET243,December,86
E1672,CSET240,July,85
E1672,CSET240,August,84
E1672,CSET240,September,86
E1672,CSET240,October,85
E1672,CSET240,November,82
E1672,CSET240,December,84
E1672,CSET211,July,87
E1672,CSET211,August,86
E1672,CSET211,September,84
E1672,CSET211,October,89
E1672,CSET211,November,84
E1672,CSET211,December,84
E1672,CSET201,July,90
E1672,CSET201,August,85
E1672,CSET201,September,78
E1672,CSET201,October,85
E1672,CSET201,November,88
E1672,CSET201,December,82
E1673,CSET243,July,76
E1673,CSET243,August,73
E1673,CSET243,September,65
E1673,CSET243,October,68
E1673,CSET243,November,61
E1673,CSET243,December,54
E1673,CSET240,July,81
E1673,CSET240,August,72
E1673,CSET240,September,73
E1673,CSET240,October,60
E1673,CSET240,November,65
E1673,CSET240,December,59
E1673,CSET211,July,76
E1673,CSET211,August,70
E1673,CSET211,September,67
E1673,CSET211,October,69
E1673,CSET211,November,65
E1673,CSET211,December,60
E1673,CSET201,July,79
E1673,CSET201,August,70
E1673,CSET201,September,68
E1673,CSET201,October,66
E1673,CSET201,November,61
E1673,CSET201,December,58
E1674,CSET243,July,90
E1674,CSET243,August,89
E1674,CSET243,September,88
E1674,CSET243,October,88
E1674,CSET243,November,85
E1674,CSET243,December,89
E1674,CSET240,July,88
E1674,CSET240,August,88
E1674,CSET240,September,82
E1674,CSET240,October,86
E1674,CSET240,November,88
E1674,CSET240,December,78
E1674,CSET211,July,91
E1674,CSET211,August,91
E1674,CSET211,September,89
E1674,CSET211,October,86
E1674,CSET211,November,86
E1674,CSET211,December,80
E1674,CSET201,July,85
E1674,CSET201,August,83
E1674,CSET201,September,87
E1674,CSET201,October,89
E1674,CSET201,November,82
E1674,CSET201,December,85
E1675,CSET243,July,89
E1675,CSET243,August,88
E1675,CSET243,September,86
E1675,CSET243,October,87
E1675,CSET243,November,87
E1675,CSET243,December,83
E1675,CSET240,July,90
E1675,CSET240,August,83
E1675,CSET240,September,93
E1675,CSET240,October,85
E1675,CSET240,November,93
E1675,CSET240,December,83
E1675,CSET211,July,93
E1675,CSET211,August,89
E1675,CSET211,September,87
E1675,CSET211,October,88
E1675,CSET211,November,94
E1675,CSET211,December,80
E1675,CSET201,July,90
E1675,CSET201,August,90
E1675,CSET201,September,87
E1675,CSET201,October,90
E1675,CSET201,November,92
E1675,CSET201,December,87
E1676,CSET243,July,90
E1676,CSET243,August,83
E1676,CSET243,September,81
E1676,CSET243,October,91
E1676,CSET243,November,84
E1676,CSET243,December,81
E1676,CSET240,July,88
E1676,CSET240,August,89
E1676,CSET240,September,83
E1676,CSET240,October,86
E1676,CSET240,November,84
E1676,CSET240,December,85
E1676,CSET211,July,91
E1676,CSET211,August,85
E1676,CSET211,September,88
E1676,CSET211,October,87
E1676,CSET211,November,83
E1676,CSET211,December,82
E1676,CSET201,July,87
E1676,CSET201,August,86
E1676,CSET201,September,81
E1676,CSET201,October,89
E1676,CSET201,November,83
E1676,CSET201,December,89
E1677,CSET243,July,77
E1677,CSET243,August,72
E1677,CSET243,September,70
E1677,CSET243,October,64
E1677,CSET243,November,64
E1677,CSET243,December,60
E1677,CSET240,July,73
E1677,CSET240,August,71
E1677,CSET240,September,66
E1677,CSET240,October,67
E1677,CSET240,November,62
E1677,CSET240,December,61
E1677,CSET211,July,78
E1677,CSET211,August,67
E1677,CSET211,September,64
E1677,CSET211,October,71
E1677,CSET211,November,57
E1677,CSET211,December,58
E1677,CSET201,July,71
E1677,CSET201,August,70
E1677,CSET201,September,70
E1677,CSET201,October,62
E1677,CSET201,November,63
E1677,CSET201,December,59
E1678,CSET243,July,65
E1678,CSET243,August,53
E1678,CSET243,September,49
E1678,CSET243,October,44
E1678,CSET243,November,38
E1678,CSET243,December,33
E1678,CSET240,July,59
E1678,CSET240,August,54
E1678,CSET240,September,50
E1678,CSET240,October,46
E1678,CSET240,November,38
E1678,CSET240,December,30
E1678,CSET211,July,54
E1678,CSET211,August,50
E1678,CSET211,September,46
E1678,CSET211,October,48
E1678,CSET211,November,41
E1678,CSET211,December,34
E1678,CSET201,July,61
E1678,CSET201,August,56
E1678,CSET201,September,52
E1678,CSET201,October,37
E1678,CSET201,November,38
E1678,CSET201,December,37
E1679,CSET243,July,99
E1679,CSET243,August,99
E1679,CSET243,September,95
E1679,CSET243,October,98
E1679,CSET243,November,100
E1679,CSET243,December,95
E1679,CSET240,July,100
E1679,CSET240,August,96
E1679,CSET240,September,90
E1679,CSET240,October,100
E1679,CSET240,November,93
E1679,CSET240,December,96
E1679,CSET211,July,97
E1679,CSET211,August,95
E1679,CSET211,September,100
E1679,CSET211,October,94
E1679,CSET211,November,90
E1679,CSET211,December,97
E1679,CSET201,July,93
E1679,CSET201,August,97
E1679,CSET201,September,96
E1679,CSET201,October,96
E1679,CSET201,November,99
E1679,CSET201,December,98
E1680,CSET243,July,72
E1680,CSET243,August,72
E1680,CSET243,September,66
E1680,CSET243,October,67
E1680,CSET243,November,60
E1680,CSET243,December,62
E1680,CSET240,July,79
E1680,CSET240,August,70
E1680,CSET240,September,68
E1680,CSET240,October,68
E1680,CSET240,November,67
E1680,CSET240,December,55
E1680,CSET211,July,80
E1680,CSET211,August,70
E1680,CSET211,September,74
E1680,CSET211,October,64
E1680,CSET211,November,66
E1680,CSET211,December,60
E1680,CSET201,July,79
E1680,CSET201,August,72
E1680,CSET201,September,66
E1680,CSET201,October,67
E1680,CSET201,November,66
E1680,CSET201,December,62
E1681,CSET243,July,70
E1681,CSET243,August,69
E1681,CSET243,September,66
E1681,CSET243,October,68
E1681,CSET243,November,62
E1681,CSET243,December,56
E1681,CSET240,July,77
E1681,CSET240,August,73
E1681,CSET240,September,74
E1681,CSET240,October,67
E1681,CSET240,November,65
E1681,CSET240,December,60
E1681,CSET211,July,73
E1681,CSET211,August,76
E1681,CSET211,September,68
E1681,CSET211,October,63
E1681,CSET211,November,64
E1681,CSET211,December,61
E1681,CSET201,July,78
E1681,CSET201,August,75
E1681,CSET201,September,67
E1681,CSET201,October,62
E1681,CSET201,November,59
E1681,CSET201,December,60
E1682,CSET243,July,96
E1682,CSET243,August,89
E1682,CSET243,September,87
E1682,CSET243,October,87
E1682,CSET243,November,79
E1682,CSET243,December,86
E1682,CSET240,July,91
E1682,CSET240,August,90
E1682,CSET240,September,90
E1682,CSET240,October,89
E1682,CSET240,November,89
E1682,CSET240,December,88
E1682,CSET211,July,94
E1682,CSET211,August,91
E1682,CSET211,September,94
E1682,CSET211,October,89
E1682,CSET211,November,93
E1682,CSET211,December,81
E1682,CSET201,July,89
E1682,CSET201,August,93
E1682,CSET201,September,85
E1682,CSET201,October,87
E1682,CSET201,November,92
E1682,CSET201,December,85
E1683,CSET243,July,89
E1683,CSET243,August,92
E1683,CSET243,September,85
E1683,CSET243,October,87
E1683,CSET243,November,87
E1683,CSET243,December,82
E1683,CSET240,July,88
E1683,CSET240,August,88
E1683,CSET240,September,87
E1683,CSET240,October,86
E1683,CSET240,November,85
E1683,CSET240,December,83
E1683,CSET211,July,87
E1683,CSET211,August,88
E1683,CSET211,September,90
E1683,CSET211,October,85
E1683,CSET211,November,82
E1683,CSET211,December,77
E1683,CSET201,July,89
E1683,CSET201,August,89
E1683,CSET201,September,86
E1683,CSET201,October,86
E1683,CSET201,November,84
E1683,CSET201,December,82
E1684,CSET243,July,99
E1684,CSET243,August,95
E1684,CSET243,September,92
E1684,CSET243,October,100
E1684,CSET243,November,100
E1684,CSET243,December,99
E1684,CSET240,July,96
E1684,CSET240,August,100
E1684,CSET240,September,92
E1684,CSET240,October,98
E1684,CSET240,November,92
E1684,CSET240,December,98
E1684,CSET211,July,93
E1684,CSET211,August,98
E1684,CSET211,September,96
E1684,CSET211,October,98
E1684,CSET211,November,92
E1684,CSET211,December,91
E1684,CSET201,July,100
E1684,CSET201,August,95
E1684,CSET201,September,100
E1684,CSET201,October,96
E1684,CSET201,November,98
E1684,CSET201,December,94
E1685,CSET243,July,93
E1685,CSET243,August,92
E1685,CSET243,September,88
E1685,CSET243,October,88
E1685,CSET243,November,82
E1685,CSET243,December,89
E1685,CSET240,July,90
E1685,CSET240,August,84
E1685,CSET240,September,89
E1685,CSET240,October,84
E1685,CSET240,November,88
E1685,CSET240,December,88
E1685,CSET211,July,90
E1685,CSET211,August,85
E1685,CSET211,September,89
E1685,CSET211,October,83
E1685,CSET211,November,89
E1685,CSET211,December,79
E1685,CSET201,July,89
E1685,CSET201,August,86
E1685,CSET201,September,84
E1685,CSET201,October,89
E1685,CSET201,November,87
E1685,CSET201,December,84
E1686,CSET243,July,98
E1686,CSET243,August,95
E1686,CSET243,September,97
E1686,CSET243,October,95
E1686,CSET243,November,100
E1686,CSET243,December,96
E1686,CSET240,July,100
E1686,CSET240,August,99
E1686,CSET240,September,100
E1686,CSET240,October,95
E1686,CSET240,November,91
E1686,CSET240,December,95
E1686,CSET211,July,98
E1686,CSET211,August,97
E1686,CSET211,September,96
E1686,CSET211,October,100
E1686,CSET211,November,97
E1686,CSET211,December,93
E1686,CSET201,July,92
E1686,CSET201,August,96
E1686,CSET201,September,93
