studentID,Current_CGPA,Total_Backlogs,Semester_Score,CGPA_Trend,Grade_Trend,Backlog_Trend
E0546,6.74,1,70.75,-0.03,0.23,0
E0547,8.55,0,84.125,0.02,0.33,0
E0548,7.83,0,84.5,0.05,0.94,0
E0549,6.3,1,70.875,0.0,0.71,-1
E0550,7.83,0,79.875,0.07,1.38,0
E0551,7.31,0,73.5,0.03,0.75,0
E0552,9.27,0,81.625,0.13,2.1,0
E0553,8.12,0,76.25,0.03,-0.39,-1
E0554,8.08,0,84.5625,0.03,-0.5,-1
E0555,7.87,0,75.5625,0.08,1.61,0
E0556,9.3,0,83.5625,0.06,0.64,0
E0557,8.25,0,76.125,-0.03,-0.34,0
E0558,7.57,0,75.6875,-0.05,-0.07,0
E0559,8.79,0,89.6875,0.11,2.35,0
E0560,7.2,1,71.5,0.02,0.53,1
E0561,8.28,0,78.8125,0.06,-0.3,0
E0562,5.42,0,53.4375,-0.15,0.21,0
E0563,5.54,0,51.625,-0.17,-1.04,1
E0564,5.5,2,48.125,-0.2,-1.99,0
E0565,7.11,1,71.875,-0.03,-0.69,0
E0566,7.88,0,81.75,0.04,0.93,0
E0567,5.02,1,54.8125,-0.1,-1.65,0
E0568,7.16,1,70.8125,-0.01,-0.87,0
E0569,9.02,0,81.125,0.14,2.35,-1
E0570,9.07,0,85.4375,0.05,1.22,0
E0571,8.07,0,75.4375,0.03,0.05,0
E0572,7.92,0,74.25,0.06,1.25,0
E0573,7.69,0,73.5,0.01,-0.53,0
E0574,9.04,0,87.3125,0.09,1.0,-1
E0575,7.85,0,82.3125,0.08,1.87,-1
E0576,8.27,0,79.625,0.09,1.15,0
E0577,5.31,0,52.125,-0.16,-1.76,0
E0578,5.51,1,53.875,0.03,-0.75,1
E0579,7.74,0,76.5625,0.02,0.71,0
E0580,5.95,1,50.125,-0.14,-0.16,1
E0581,7.74,0,82.9375,0.02,-0.22,0
E0582,7.56,0,79.6875,0.1,0.68,0
E0583,7.56,0,76.75,0.02,0.17,0
E0584,8.19,0,77.75,-0.0,0.97,0
E0585,6.58,0,65.375,0.03,-0.48,-1
E0586,7.96,0,76.9375,-0.01,0.17,0
E0587,9.0,0,82.0625,0.01,0.75,0
E0588,8.56,0,77.125,-0.03,-0.29,0
E0589,7.67,0,73.8125,-0.03,-1.01,-1
E0590,8.41,0,84.5625,-0.03,-0.63,-1
E0591,8.27,0,76.1875,-0.03,-0.94,0
E0592,7.71,0,75.9375,0.05,1.36,0
E0593,9.11,0,84.625,0.03,0.84,0
E0594,6.88,1,70.8125,-0.03,-0.81,0
E0595,5.32,2,50.0,0.02,-0.59,-1
E0596,5.67,3,51.875,-0.08,-0.43,0
E0597,8.03,0,83.1875,0.05,1.54,-1
E0598,7.51,0,79.625,-0.02,-0.94,0
E0599,7.21,0,72.875,-0.06,0.12,0
E0600,5.55,3,51.0625,-0.19,-2.06,0
E0601,7.58,0,77.25,-0.02,-0.45,0
E0602,8.0,0,76.125,-0.01,0.16,0
E0603,5.33,0,50.3125,-0.16,-0.02,0
E0604,5.97,0,50.0,-0.18,-1.51,1
E0605,7.66,0,78.625,-0.03,-1.21,0
E0606,9.0,0,89.1875,0.07,0.03,0
E0607,7.87,0,81.5625,-0.02,-0.51,0
E0608,9.28,0,86.375,0.05,1.27,0
E0609,8.09,0,80.5625,0.03,-0.01,0
E0610,8.0,0,78.125,0.05,-0.18,0
E0611,8.92,0,84.5,0.01,0.55,0
E0612,7.6,0,76.0625,0.07,0.36,0
E0613,5.24,0,51.9375,-0.04,0.02,0
E0614,8.91,0,83.25,0.01,1.06,0
E0615,6.1,0,51.5625,0.02,-0.03,1
E0616,8.11,0,78.75,0.09,1.89,0
E0617,5.71,2,46.75,-0.18,-2.12,0
E0618,8.82,0,82.4375,0.04,1.1,0
E0619,9.0,0,83.875,0.12,1.78,0
E0620,7.65,1,74.5625,0.05,1.49,0
E0621,7.92,0,78.4375,-0.02,-1.1,0
E0622,8.27,0,75.3125,-0.02,0.25,0
E0623,5.76,1,50.375,-0.11,-0.8,1
E0624,7.2,0,72.4375,-0.0,0.59,0
E0625,9.11,0,85.375,0.09,0.33,0
E0626,7.44,0,75.3125,0.01,-0.54,0
E0627,6.95,0,72.25,-0.01,-1.06,0
E0628,9.1,0,83.5625,0.11,1.26,0
E0629,7.87,0,79.875,-0.04,-0.16,0
E0630,6.51,0,69.125,-0.05,-1.26,-1
E0631,8.05,0,76.9375,0.06,1.21,0
E0632,8.15,0,71.9375,0.08,1.64,0
E0633,7.89,0,76.875,0.03,0.42,0
E0634,8.79,0,79.5,0.03,-0.36,0
E0635,6.92,0,70.75,-0.08,-0.51,0
E0636,8.9,0,84.3125,0.07,1.57,-1
E0637,8.23,0,76.625,0.03,0.34,0
E0638,8.5,0,74.1875,-0.01,0.19,-1
E0639,7.67,0,76.3125,-0.01,-0.37,0
E0640,7.81,0,78.0625,0.01,-0.47,0
E0641,7.82,0,78.125,-0.05,-0.56,0
E0642,9.49,0,81.3125,0.05,1.09,0
E0643,7.2,0,75.625,-0.06,-0.41,1
E0644,8.14,0,77.0,-0.0,-0.14,0
E0645,7.86,0,74.5,-0.03,-0.54,0
E0646,5.97,1,50.9375,0.02,-0.1,2
E0647,5.12,2,53.25,-0.05,-0.87,1
E0648,9.25,0,86.0625,0.1,2.16,0
E0649,8.15,0,75.6875,0.07,-0.12,-1
E0650,7.43,0,78.6875,0.02,-0.12,-1
E0651,8.37,0,78.625,-0.04,-0.65,-1
E0652,7.8,0,81.1875,0.03,0.89,0
E0653,8.99,0,86.375,0.09,0.82,0
E0654,8.62,0,90.875,0.11,0.87,0
E0655,7.95,0,77.625,0.01,0.73,0
E0656,8.01,0,84.5,-0.03,-0.26,0
E0657,7.24,1,77.0,-0.04,-0.96,0
E0658,8.13,0,81.875,0.0,0.87,0
E0659,8.08,0,73.125,0.05,0.8,0
E0660,5.07,2,54.125,-0.06,-1.46,0
E0661,9.17,0,87.6875,0.05,0.63,0
E0662,8.79,0,83.5,0.15,1.46,-1
E0663,8.19,0,80.9375,0.04,-0.29,0
E0664,5.15,2,50.125,-0.14,-1.62,0
E0665,8.24,0,81.375,-0.03,-1.22,0
E0666,5.78,2,49.6875,-0.16,-0.44,1
E0667,7.97,0,78.75,-0.01,-0.1,0
E0668,5.92,1,49.0,-0.16,-0.55,-1
E0669,7.96,0,79.5,-0.02,-0.8,0
E0670,8.33,0,78.125,-0.01,-0.54,-1
E0671,5.43,1,54.9375,-0.16,-0.76,0
E0672,8.02,0,75.25,0.08,1.64,0
E0673,8.99,0,84.6875,0.01,-0.75,-1
E0674,7.75,0,78.625,0.03,1.25,0
E0675,8.49,0,75.3125,0.01,0.54,0
E0676,7.67,0,77.25,0.1,0.79,0
E0677,7.96,0,78.25,-0.03,-0.09,0
E0678,8.19,0,79.6875,0.01,1.08,0
E0679,5.75,1,51.1875,0.04,0.24,2
E0680,9.2,0,81.625,0.13,2.24,0
E0681,8.34,0,78.6875,0.07,0.49,0
E0682,8.1,0,82.25,-0.01,-0.15,-1
E0683,8.54,0,82.5625,-0.02,-0.05,-1
E0684,7.68,0,75.0,0.03,-0.37,0
E0685,7.95,0,75.375,0.09,1.68,0
E0686,7.8,0,81.0,0.03,0.05,0
E0687,8.69,0,84.375,0.09,2.13,0
E0688,8.18,0,79.875,-0.01,-1.01,-1
E0689,7.96,0,78.0,0.07,1.57,0
E0690,8.34,0,72.6875,-0.02,0.48,0
E0691,9.1,0,88.625,0.05,0.66,-1
E0692,8.95,0,85.6875,0.06,-0.04,0
E0693,5.4,0,48.8125,-0.07,-0.28,0
E0694,6.3,1,71.375,-0.05,-0.1,-1
E0695,7.93,0,80.9375,-0.03,-0.16,0
E0696,9.16,0,83.6875,0.09,0.56,0
E0697,8.03,0,75.0625,-0.01,0.26,0
E0698,7.81,0,77.0625,0.04,0.15,0
E0699,7.17,0,73.5,-0.07,-1.13,0
E0700,7.97,0,78.375,0.02,0.93,0
E0701,8.03,0,75.3125,0.03,1.14,0
E0702,7.59,0,75.0625,-0.04,0.39,-1
E0703,6.72,0,75.4375,-0.03,0.54,0
E0704,7.67,0,77.4375,-0.03,-0.67,-1
E0705,8.44,0,76.0625,-0.04,0.43,0
E0706,8.02,0,80.25,0.1,0.49,0
E0707,9.16,0,78.1875,0.05,0.49,0
E0708,8.23,0,78.4375,0.07,0.48,-1
E0709,5.64,2,51.625,-0.14,-0.19,0
E0710,9.04,0,87.625,0.1,1.33,0
E0711,8.92,0,81.9375,0.11,1.57,-1
E0712,4.88,2,51.625,-0.05,-0.75,2
E0713,7.76,0,79.5625,0.02,-0.47,-1
E0714,7.04,1,72.625,-0.02,0.24,1
E0715,7.6,0,77.625,0.0,0.18,-1
E0716,8.24,0,77.375,0.09,2.04,0
E0717,8.05,0,74.0625,0.07,1.02,-1
E0718,8.27,0,74.75,0.09,1.32,0
E0719,7.89,0,78.125,-0.03,-1.12,0
E0720,7.72,0,78.125,0.06,0.57,0
E0721,6.2,1,73.8125,0.09,-0.1,0
E0722,9.03,0,81.625,0.03,-0.55,-1
E0723,7.78,0,77.625,-0.04,-0.4,0
E0724,7.62,0,79.0,0.06,0.85,-1
E0725,5.75,1,54.0625,-0.06,-0.23,2
E0726,7.95,0,78.625,0.08,2.1,-1
E0727,8.52,0,75.1875,-0.03,-0.68,0
E0728,8.1,0,77.125,0.07,0.38,0
E0729,5.28,1,52.3125,-0.15,-1.46,0
E0730,7.48,1,70.4375,-0.07,-0.85,0
E0731,7.64,0,72.75,-0.07,-0.29,0
E0732,8.6,0,77.125,0.07,0.56,0
E0733,8.79,0,86.6875,0.1,0.47,0
E0734,7.04,1,80.4375,0.0,-0.86,0
E0735,8.19,0,75.6875,0.0,0.53,0
E0736,4.46,2,52.25,0.02,0.82,0
E0737,7.08,0,72.4375,-0.02,0.69,0
E0738,8.12,0,80.3125,0.07,1.75,0
E0739,7.92,0,82.9375,0.02,-0.54,0
E0740,7.84,0,75.3125,0.01,-0.63,0
E0741,5.6,0,55.6875,-0.08,-0.7,0
E0742,7.29,0,76.875,-0.0,-0.98,0
E0743,8.15,0,78.0,0.06,0.52,0
E0744,7.24,0,81.5,0.03,0.21,0
E0745,8.08,0,77.5625,-0.02,0.22,0
E0746,9.07,0,86.1875,0.13,1.16,0
E0747,8.16,0,73.625,0.01,-0.46,0
E0748,6.75,1,72.375,0.01,-0.59,-1
E0749,7.63,0,79.8125,0.09,-0.02,-1
E0750,7.98,0,77.4375,0.04,0.93,-1
E0751,8.78,0,82.625,0.02,-0.66,0
E0752,6.17,1,71.9375,0.09,0.02,1
E0753,7.5,0,69.875,0.03,0.86,0
E0754,8.08,0,73.1875,0.0,0.83,0
E0755,8.02,0,77.0,-0.03,-0.05,0
E0756,7.66,0,75.0,0.07,1.12,0
E0757,8.44,0,73.5,0.04,1.15,0
E0758,7.74,0,68.75,0.01,-0.42,0
E0759,8.27,0,81.375,0.08,1.56,-1
E0760,7.38,0,80.9375,0.07,0.35,-1
E0761,5.47,3,50.5,-0.16,-1.61,-1
E0762,7.95,0,78.9375,-0.0,-0.63,0
E0763,8.38,0,79.375,-0.01,0.92,0
E0764,9.17,0,91.25,0.11,1.52,-1
E0765,8.09,0,80.4375,-0.04,0.27,-1
E0766,7.85,0,73.9375,0.04,1.27,-1
E0767,5.25,2,56.9375,-0.01,-1.08,0
E0768,5.47,0,49.75,0.02,-0.39,0
E0769,8.2,0,83.625,0.0,0.78,0
E0770,6.93,1,67.375,0.06,0.87,0
E0771,7.88,0,75.6875,-0.03,0.34,0
E0772,8.35,0,80.3125,0.08,0.72,-1
E0773,9.03,0,87.4375,0.02,-0.6,0
E0774,7.23,1,75.8125,-0.02,-0.23,1
E0775,7.91,0,77.5625,0.07,0.48,0
E0776,9.09,0,86.3125,0.02,0.24,0
E0777,8.6,0,74.4375,-0.02,-1.22,0
E0778,6.55,1,73.0,0.04,0.95,0
E0779,8.79,0,75.4375,0.06,-0.28,-1
E0780,8.27,0,79.4375,0.05,1.57,0
E0781,7.57,0,78.25,0.05,0.11,-1
E0782,7.47,0,80.1875,0.03,0.42,0
E0783,6.72,0,71.8125,-0.05,-0.72,0
E0784,7.97,0,77.0,0.0,0.12,0
E0785,7.87,0,74.75,-0.02,-0.37,0
E0786,9.13,0,84.625,0.14,0.65,0
E0787,8.28,0,80.5625,0.04,1.09,0
E0788,7.93,0,81.25,0.01,0.49,0
E0789,7.76,0,76.8125,0.02,-0.17,0
E0790,5.7,2,53.875,0.04,0.43,2
E0791,9.15,0,79.5625,0.02,1.17,0
E0792,8.95,0,86.3125,0.09,0.35,0
E0793,5.29,1,48.375,-0.07,-0.79,0
E0794,9.12,0,83.6875,0.09,0.09,0
E0795,9.25,0,83.4375,0.0,0.58,-1
E0796,5.43,2,50.8125,0.02,-0.24,0
E0797,6.72,1,73.125,0.09,1.64,0
E0798,5.49,0,52.8125,-0.06,-1.01,1
E0799,8.72,0,82.0,0.1,0.34,-1
E0800,7.86,0,77.625,0.09,1.46,-1
E0801,8.31,0,76.6875,0.06,0.88,0
E0802,5.74,2,53.4375,-0.16,-0.53,0
E0803,9.04,0,80.375,0.09,0.26,0
E0804,9.33,0,87.8125,0.09,0.84,0
E0805,7.13,1,74.75,-0.02,-0.67,0
E0806,9.2,0,85.75,0.11,2.07,-1
E0807,9.07,0,86.4375,0.14,0.38,-1
E0808,7.28,0,71.0,0.09,1.2,1
E0809,7.77,0,70.625,0.02,-0.08,0
E0810,5.6,1,49.5625,-0.17,-0.89,0
E0811,7.61,0,63.125,0.1,0.65,-1
E0812,7.69,1,76.9375,0.07,0.86,-1
E0813,7.67,0,79.0625,-0.03,-1.07,0
E0814,8.98,0,87.625,0.14,2.28,0
E0815,8.82,0,83.5625,0.13,1.92,0
E0816,7.83,0,82.5625,0.03,-0.41,0
E0817,5.75,2,50.8125,-0.05,-0.39,1
E0818,9.23,0,86.0,0.06,0.41,0
E0819,5.33,1,55.0,-0.19,-1.73,-1
E0820,8.08,0,74.75,0.0,-0.1,-1
E0821,5.63,2,53.625,0.0,0.59,-1
E0822,9.42,0,89.1875,0.0,0.79,0
E0823,5.6,1,51.3125,-0.12,-0.98,1
E0824,5.29,1,51.25,-0.1,-0.2,0
E0825,7.71,0,77.1875,0.03,1.1,-1
E0826,5.59,0,52.0,0.03,0.9,0
E0827,6.66,0,74.875,-0.03,-0.94,0
E0828,8.93,0,86.125,0.05,0.3,0
E0829,7.82,0,75.4375,0.06,0.2,0
E0830,7.9,0,76.25,0.02,-0.24,-1
E0831,9.05,0,84.0,0.03,0.24,0
E0832,8.11,0,78.4375,0.02,0.69,0
E0833,7.09,0,79.4375,-0.07,-0.48,0
E0834,8.57,0,80.125,0.03,0.79,-1
E0835,6.16,0,82.4375,-0.0,-0.74,1
E0836,7.79,0,77.3125,0.01,0.72,0
E0837,5.78,1,48.6875,0.03,-0.68,2
E0838,9.01,0,84.0,0.05,1.14,0
E0839,8.17,0,78.875,0.04,-0.0,0
E0840,7.94,0,78.625,0.04,0.52,0
E0841,8.01,0,80.8125,-0.05,-1.15,0
E0842,8.16,0,79.0625,0.05,0.32,0
E0843,9.13,0,80.375,0.03,-0.59,0
E0844,7.71,0,72.1875,0.09,0.63,0
E0845,5.35,2,49.9375,-0.16,-2.15,-1
E0846,5.72,2,47.875,-0.1,-1.5,0
E0847,7.91,0,81.0,-0.04,0.1,0
E0848,6.3,0,74.0,0.1,1.65,0
E0849,8.04,0,77.625,0.03,0.08,-1
E0850,7.58,0,80.5,0.04,0.13,0
E0851,8.8,0,87.375,0.01,0.61,-1
E0852,8.03,0,79.5,0.06,0.23,0
E0853,8.09,0,78.625,-0.02,0.42,-1
E0854,5.5,1,51.125,0.02,0.29,2
E0855,8.04,0,78.875,-0.02,0.56,0
E0856,7.42,0,78.125,-0.02,-0.7,0
E0857,8.97,0,86.8125,0.01,0.78,0
E0858,7.99,0,74.625,0.02,0.11,0
E0859,8.03,0,78.3125,0.03,0.12,-1
E0860,5.52,2,55.875,-0.18,-1.58,0
E0861,8.55,0,80.1875,0.07,0.08,-1
E0862,8.23,0,78.5625,0.02,0.13,0
E0863,7.85,0,81.125,0.03,-0.46,0
E0864,8.17,0,75.9375,0.02,-0.62,0
E0865,5.39,2,51.375,-0.1,-0.42,0
E0866,8.81,0,82.8125,0.08,0.32,-1
E0867,7.07,0,71.75,-0.07,-1.33,0
E0868,7.96,0,82.0,-0.02,-0.05,0
E0869,7.17,1,74.0,0.07,0.03,1
E0870,8.74,0,88.125,0.14,2.18,0
E0871,9.08,0,84.625,0.06,-0.25,0
E0872,8.96,0,87.6875,0.04,1.19,-1
E0873,8.98,0,89.125,0.1,2.1,0
E0874,9.17,0,81.375,0.06,-0.1,0
E0875,7.1,0,68.5,-0.09,-1.53,0
E0876,7.79,0,79.6875,-0.03,-0.17,0
E0877,6.51,0,69.125,0.04,-0.44,-1
E0878,7.96,0,80.75,0.05,0.27,-1
E0879,8.03,0,78.3125,-0.05,-0.54,-1
E0880,8.15,0,74.6875,-0.02,-0.73,0
E0881,7.69,0,79.125,-0.02,-0.87,-1
E0882,8.06,0,81.4375,0.05,0.01,0
E0883,7.62,0,77.8125,-0.05,0.14,0
E0884,5.04,1,47.125,-0.17,-2.3,0
E0885,5.79,1,46.375,-0.0,-0.34,1
E0886,7.69,0,75.3125,-0.02,0.57,0
E0887,7.5,0,77.4375,0.05,-0.06,0
E0888,5.26,2,47.5625,-0.14,-1.48,0
E0889,7.57,0,79.0625,-0.04,-0.61,0
E0890,7.81,0,74.75,-0.01,-1.04,0
E0891,7.69,0,77.9375,0.06,0.57,-1
E0892,9.25,0,77.6875,0.13,1.1,0
E0893,8.31,0,78.3125,0.07,1.66,0
E0894,8.29,0,77.375,0.01,0.76,0
E0895,9.09,0,86.375,0.1,1.49,0
E0896,8.31,0,81.0,-0.02,-0.67,0
E0897,7.96,0,75.75,-0.01,-0.47,0
E0898,8.16,0,77.375,0.08,0.45,0
E0899,6.55,0,71.375,-0.1,-1.85,-1
E0900,8.94,0,83.0625,0.01,0.14,-1
E0901,5.19,2,51.8125,-0.15,-1.61,0
E0902,6.67,0,66.0,-0.09,-0.89,0
E0903,7.67,0,78.3125,-0.02,0.38,0
E0904,7.79,0,75.25,0.04,0.37,0
E0905,8.34,0,78.1875,0.01,-0.27,-1
E0906,9.05,0,85.9375,0.13,0.83,-1
E0907,8.14,0,80.5625,0.07,1.12,0
E0908,7.15,1,72.0,-0.03,-1.07,-1
E0909,8.09,0,77.5625,-0.01,0.77,0
E0910,6.19,0,49.375,-0.11,-0.65,0
E0911,4.45,3,49.375,-0.05,-0.35,2
E0912,6.66,1,75.0,-0.05,0.19,0
E0913,7.22,0,77.3125,0.02,0.8,0
E0914,7.89,0,74.1875,0.01,-0.48,-1
E0915,8.08,0,79.4375,0.03,0.19,0
E0916,8.73,0,78.9375,0.02,-0.53,0
E0917,7.91,0,77.75,-0.01,0.72,0
E0918,9.19,0,88.8125,0.14,1.31,0
E0919,7.92,0,82.75,0.06,0.85,0
E0920,8.0,0,77.1875,-0.03,0.68,0
E0921,9.0,0,86.1875,0.13,1.2,0
E0922,7.87,0,72.1875,0.02,-0.66,0
E0923,7.86,0,82.375,0.08,0.53,0
E0924,7.57,0,71.9375,0.06,0.54,0
E0925,8.85,0,85.3125,0.06,-0.14,-1
E0926,7.73,0,81.25,-0.05,0.4,0
E0927,7.76,0,78.75,-0.01,0.42,-1
E0928,6.71,0,69.125,0.01,-0.27,1
E0929,5.23,1,50.75,-0.04,-0.79,0
E0930,5.65,2,53.0625,-0.14,-1.14,0
E0931,7.85,0,76.6875,-0.03,0.58,-1
E0932,9.08,0,88.8125,0.13,1.06,0
E0933,9.11,0,88.125,0.15,1.33,0
E0934,8.28,0,75.375,0.03,-0.33,-1
E0935,8.51,0,75.125,-0.02,0.68,0
E0936,9.11,0,89.1875,0.04,-0.38,-1
E0937,8.08,0,82.9375,-0.05,-0.93,0
E0938,7.38,0,78.25,0.09,1.12,-1
E0939,8.35,0,81.375,-0.03,-0.89,0
E0940,4.65,1,55.875,-0.06,-1.03,1
E0941,9.34,0,88.25,0.04,-0.06,0
E0942,7.83,0,76.125,0.03,0.23,0
E0943,7.71,0,76.25,0.05,1.59,0
E0944,5.21,0,49.6875,0.01,-0.22,-1
E0945,5.5,2,45.5,-0.15,-0.89,0
E0946,8.53,0,72.625,-0.05,0.25,0
E0947,8.14,0,81.625,-0.03,-0.67,0
E0948,7.6,0,77.25,0.09,1.8,0
E0949,8.2,0,78.0625,0.08,0.09,0
E0950,7.75,0,80.125,0.04,0.24,0
E0951,9.03,0,87.25,0.09,0.23,0
E0952,8.62,0,81.5625,0.05,0.68,-1
E0953,9.17,0,85.875,0.03,-0.61,0
E0954,7.5,0,80.75,0.09,1.43,0
E0955,9.21,0,80.9375,0.06,0.8,-1
E0956,4.85,0,45.625,-0.1,0.21,1
E0957,7.87,0,74.3125,0.03,-0.3,0
E0958,8.19,0,80.125,-0.04,-1.04,0
E0959,8.65,0,80.0625,-0.03,0.51,0
E0960,5.5,0,56.0,-0.02,-0.35,-1
E0961,8.95,0,82.375,0.01,-0.76,0
E0962,7.48,1,71.375,0.02,0.31,0
E0963,7.52,0,80.1875,-0.01,-1.04,0
E0964,5.6,1,47.0,-0.1,-0.44,0
E0965,7.04,0,69.5,-0.04,-0.23,0
E0966,5.3,1,48.5625,-0.11,-1.58,0
E0967,6.57,0,71.6875,0.04,-0.31,0
E0968,7.44,1,75.75,-0.04,-0.63,0
E0969,7.17,0,70.9375,0.01,0.63,0
E0970,7.0,0,69.0,-0.0,-0.38,0
E0971,9.06,0,86.875,0.1,2.09,0
E0972,8.1,0,78.125,0.09,0.22,-1
E0973,8.98,0,85.375,0.11,1.82,0
E0974,7.46,1,79.25,-0.06,-1.05,0
E0975,6.82,1,67.0625,-0.09,-2.23,0
E0976,9.31,0,80.5,0.04,0.47,0
E0977,7.45,0,79.75,0.04,-0.55,0
E0978,7.81,0,73.5,-0.04,-0.83,0
E0979,9.11,0,84.5625,0.07,1.16,-1
E0980,7.77,0,70.375,0.04,1.42,-1
E0981,8.69,0,79.625,0.0,-0.2,0
E0982,4.92,1,53.0625,-0.01,0.18,1
E0983,9.08,0,84.125,0.02,-0.55,0
E0984,7.02,1,78.375,-0.08,-1.38,0
E0985,8.34,0,78.1875,0.06,0.69,0
E0986,7.6,0,69.8125,-0.0,0.2,0
E0987,8.33,0,76.3125,0.05,0.22,0
E0988,7.73,1,70.125,-0.01,-0.24,0
E0989,8.78,0,85.875,0.04,1.18,0
E0990,9.06,0,81.4375,0.12,0.67,0
E0991,8.18,0,81.6875,0.07,0.7,0
E0992,5.38,0,54.0,-0.03,0.37,0
E0993,9.0,0,86.1875,0.04,0.16,0
E0994,9.18,0,81.0,0.09,0.91,0
E0995,8.08,0,78.5,0.0,-0.94,0
E0996,7.71,0,76.9375,-0.04,-1.1,-1
E0997,7.88,0,75.125,0.09,0.0,0
E0998,7.69,0,79.25,-0.03,-0.27,0
E0999,8.13,0,77.9375,0.09,1.95,0
E1000,8.99,0,81.75,0.07,0.95,0
E1001,8.06,0,76.4375,-0.02,-0.78,-1
E1002,6.63,1,70.8125,0.01,0.67,-1
E1003,6.82,1,69.4375,0.07,0.46,0
E1004,7.47,0,82.4375,0.06,-0.31,-1
E1005,8.39,0,78.625,0.07,0.07,0
E1006,8.48,0,78.4375,0.05,1.08,0
E1007,6.79,1,67.875,0.04,-0.23,0
E1008,8.05,0,76.9375,0.08,1.63,-1
E1009,4.71,2,50.125,-0.14,-1.76,0
E1010,4.63,1,50.9375,-0.08,-0.07,0
E1011,7.63,0,81.5625,-0.02,0.4,-1
E1012,7.95,0,80.125,0.1,2.06,0
E1013,8.52,0,77.875,0.09,1.07,0
E1014,5.29,1,49.875,-0.19,-0.07,2
E1015,8.32,0,80.6875,0.06,-0.07,0
E1016,8.75,0,83.5625,0.14,1.32,0
E1017,8.01,0,75.4375,-0.02,-0.06,0
E1018,7.85,0,76.875,0.04,1.11,0
E1019,7.88,0,73.5625,0.09,0.75,0
E1020,8.88,0,81.5,0.01,0.44,0
E1021,7.64,1,70.0625,0.04,0.32,0
E1022,5.09,0,53.75,-0.13,-1.82,1
E1023,8.26,0,77.9375,0.09,1.07,-1
E1024,8.04,0,82.0625,0.1,0.34,0
E1025,7.8,0,78.3125,0.09,0.79,0
E1026,6.89,1,76.75,-0.01,-0.09,0
E1027,6.14,1,68.3125,0.07,0.98,0
E1028,8.68,0,85.25,0.13,0.69,0
E1029,7.81,0,75.9375,-0.0,-0.51,0
E1030,8.85,0,82.625,0.12,2.53,0
E1031,7.64,0,78.375,-0.04,-0.54,0
E1032,6.42,2,50.875,-0.05,0.12,0
E1033,7.74,0,79.8125,-0.02,0.03,0
E1034,8.08,0,76.6875,-0.03,-0.24,0
E1035,7.9,0,86.5625,-0.04,-0.98,0
E1036,6.7,0,65.625,0.04,0.27,0
E1037,7.83,0,79.75,0.0,-0.85,0
E1038,8.59,0,81.875,0.06,0.04,0
E1039,8.88,0,81.125,0.01,0.39,0
E1040,7.94,0,75.5,-0.0,0.48,0
E1041,9.22,0,86.3125,0.08,1.33,-1
E1042,7.75,0,77.875,0.07,0.72,0
E1043,9.0,0,85.375,0.05,-0.35,-1
E1044,9.06,0,81.5,0.09,1.35,0
E1045,8.08,0,82.5625,0.08,-0.04,0
E1046,6.73,1,68.3125,0.02,1.01,0
E1047,9.21,0,85.0,0.03,-0.37,0
E1048,8.3,0,80.6875,-0.05,-0.32,-1
E1049,9.05,0,91.375,0.13,0.88,0
E1050,7.92,0,82.75,-0.05,0.32,0
E1051,9.09,0,88.6875,0.13,0.39,0
E1052,8.19,0,76.3125,0.03,0.67,0
E1053,6.67,0,67.4375,0.09,-0.01,0
E1054,7.94,0,73.75,0.07,0.03,0
E1055,8.78,0,75.5,0.1,1.24,0
E1056,8.03,0,74.8125,0.0,0.84,0
E1057,8.2,0,80.1875,0.07,0.12,0
E1058,8.48,0,76.9375,0.01,0.93,0
E1059,5.25,0,50.3125,-0.08,-1.63,0
E1060,5.98,1,50.0625,-0.04,-0.21,-1
E1061,7.28,0,75.375,0.08,0.39,0
E1062,6.55,0,72.0,0.1,1.91,-1
E1063,5.19,1,48.3125,-0.01,-0.11,-1
E1064,5.52,1,53.25,-0.1,-1.01,0
E1065,5.99,2,50.0,-0.09,0.26,-1
E1066,8.45,0,77.8125,0.06,0.5,0
E1067,8.09,0,78.0,-0.01,-0.8,-1
E1068,7.93,0,84.0,-0.03,0.14,0
E1069,7.93,0,80.5625,0.0,0.25,-1
E1070,7.77,0,75.75,-0.01,-0.87,-1
E1071,5.17,2,50.0,-0.13,-2.06,0
E1072,5.85,2,52.0625,-0.14,-1.77,0
E1073,8.95,0,85.625,0.01,0.58,0
E1074,6.14,1,73.375,-0.1,-1.88,1
E1075,7.32,1,75.75,0.1,1.32,1
E1076,7.97,0,73.875,0.01,-0.66,-1
E1077,9.07,0,87.75,0.06,1.66,0
E1078,5.46,1,50.125,-0.03,0.45,-1
E1079,7.63,0,81.1875,-0.02,-0.3,0
E1080,7.58,0,78.5625,0.09,1.05,-1
E1081,6.9,1,70.8125,0.06,0.6,0
E1082,8.02,0,74.375,-0.04,-0.09,0
E1083,5.09,1,53.8125,-0.1,-1.79,0
E1084,8.58,0,83.375,0.13,1.73,0
E1085,8.04,0,78.75,0.09,0.34,0
E1086,6.38,0,65.75,-0.01,0.66,1
E1087,8.14,0,78.875,0.04,0.91,0
E1088,9.13,0,83.625,0.03,0.2,0
E1089,5.46,2,55.6875,0.05,1.06,0
E1090,7.91,0,78.0625,-0.02,-0.18,0
E1091,8.99,0,82.0,0.14,1.11,0
E1092,8.02,0,83.875,0.05,1.21,0
