studentID,Current_CGPA,CourseID,Quiz_1,Quiz_2,Quiz_3,Midterm
E1048,8.3,CSET240,99,86,67,75
E1048,8.3,CSET211,73,88,79,74
E1048,8.3,CSET201,95,97,95,85
E1049,9.05,CSET243,85,66,90,79
E1049,9.05,CSET240,100,100,95,87
E1049,9.05,CSET211,100,79,86,100
E1049,9.05,CSET201,100,98,100,97
E1050,7.92,CSET243,80,82,100,72
E1050,7.92,CSET240,84,57,69,84
E1050,7.92,CSET211,81,97,77,85
E1050,7.92,CSET201,90,87,95,84
E1051,9.09,CSET243,79,90,74,69
E1051,9.09,CSET240,97,82,91,80
E1051,9.09,CSET211,98,96,86,97
E1051,9.09,CSET201,96,100,87,97
E1052,8.19,CSET243,72,60,53,59
E1052,8.19,CSET240,89,84,71,81
E1052,8.19,CSET211,96,77,60,66
E1052,8.19,CSET201,100,82,77,94
E1053,6.67,CSET243,42,55,39,38
E1053,6.67,CSET240,66,76,54,68
E1053,6.67,CSET211,70,94,100,77
E1053,6.67,CSET201,72,87,73,68
E1054,7.94,CSET243,32,52,63,40
E1054,7.94,CSET240,62,87,100,59
E1054,7.94,CSET211,83,87,68,87
E1054,7.94,CSET201,95,91,86,88
E1055,8.78,CSET243,50,74,88,56
E1055,8.78,CSET240,91,48,51,80
E1055,8.78,CSET211,67,82,79,82
E1055,8.78,CSET201,97,86,91,86
E1056,8.03,CSET243,49,53,59,75
E1056,8.03,CSET240,70,78,67,95
E1056,8.03,CSET211,71,67,92,78
E1056,8.03,CSET201,96,74,84,89
E1057,8.2,CSET243,65,92,50,67
E1057,8.2,CSET240,87,89,74,76
E1057,8.2,CSET211,76,97,74,75
E1057,8.2,CSET201,98,91,84,88
E1058,8.48,CSET243,46,67,82,72
E1058,8.48,CSET240,73,70,64,75
E1058,8.48,CSET211,100,82,79,77
E1058,8.48,CSET201,84,89,87,84
E1059,5.25,CSET243,37,23,38,26
E1059,5.25,CSET240,43,34,48,53
E1059,5.25,CSET211,61,45,75,51
E1059,5.25,CSET201,63,74,67,67
E1060,5.98,CSET243,20,42,34,62
E1060,5.98,CSET240,55,45,20,55
E1060,5.98,CSET211,67,50,64,44
E1060,5.98,CSET201,53,70,57,63
E1061,7.28,CSET243,29,61,84,58
E1061,7.28,CSET240,67,100,97,74
E1061,7.28,CSET211,75,78,62,84
E1061,7.28,CSET201,82,86,89,80
E1062,6.55,CSET243,79,67,24,48
E1062,6.55,CSET240,62,67,78,85
E1062,6.55,CSET211,74,77,85,83
E1062,6.55,CSET201,76,84,89,74
E1063,5.19,CSET243,46,23,20,27
E1063,5.19,CSET240,48,49,50,54
E1063,5.19,CSET211,62,50,64,43
E1063,5.19,CSET201,52,52,66,67
E1064,5.52,CSET243,32,37,50,24
E1064,5.52,CSET240,69,68,46,54
E1064,5.52,CSET211,68,43,50,51
E1064,5.52,CSET201,72,60,63,65
E1065,5.99,CSET243,24,45,33,46
E1065,5.99,CSET240,39,53,43,50
E1065,5.99,CSET211,40,42,58,53
E1065,5.99,CSET201,75,68,64,67
E1066,8.45,CSET243,60,70,73,62
E1066,8.45,CSET240,82,78,67,71
E1066,8.45,CSET211,79,80,75,84
E1066,8.45,CSET201,85,96,99,84
E1067,8.09,CSET243,80,63,67,80
E1067,8.09,CSET240,69,77,65,73
E1067,8.09,CSET211,87,81,94,79
E1067,8.09,CSET201,83,90,72,88
E1068,7.93,CSET243,87,73,84,98
E1068,7.93,CSET240,66,73,74,92
E1068,7.93,CSET211,95,81,92,72
E1068,7.93,CSET201,84,99,76,98
E1069,7.93,CSET243,47,71,57,87
E1069,7.93,CSET240,87,82,81,97
E1069,7.93,CSET211,72,100,99,79
E1069,7.93,CSET201,77,85,78,90
E1070,7.77,CSET243,45,64,58,35
E1070,7.77,CSET240,100,76,79,75
E1070,7.77,CSET211,66,74,78,87
E1070,7.77,CSET201,97,85,98,95
E1071,5.17,CSET243,20,40,25,32
E1071,5.17,CSET240,59,46,38,57
E1071,5.17,CSET211,56,62,52,49
E1071,5.17,CSET201,79,52,68,65
E1072,5.85,CSET243,36,69,30,33
E1072,5.85,CSET240,65,38,62,49
E1072,5.85,CSET211,69,55,20,56
E1072,5.85,CSET201,53,64,63,71
E1073,8.95,CSET243,90,77,71,51
E1073,8.95,CSET240,61,84,94,94
E1073,8.95,CSET211,91,94,94,72
E1073,8.95,CSET201,100,100,97,100
E1074,6.14,CSET243,59,71,75,48
E1074,6.14,CSET240,91,46,74,44
E1074,6.14,CSET211,100,83,78,61
E1074,6.14,CSET201,91,94,82,77
E1075,7.32,CSET243,50,65,53,42
E1075,7.32,CSET240,83,83,96,82
E1075,7.32,CSET211,80,76,86,85
E1075,7.32,CSET201,86,80,84,81
E1076,7.97,CSET243,63,60,77,32
E1076,7.97,CSET240,69,81,75,88
E1076,7.97,CSET211,66,92,54,77
E1076,7.97,CSET201,76,100,81,91
E1077,9.07,CSET243,65,85,85,78
E1077,9.07,CSET240,100,100,79,81
E1077,9.07,CSET211,90,95,74,92
E1077,9.07,CSET201,100,91,94,95
E1078,5.46,CSET243,23,34,37,27
E1078,5.46,CSET240,48,57,52,43
E1078,5.46,CSET211,42,42,66,64
E1078,5.46,CSET201,69,65,61,72
E1079,7.63,CSET243,65,72,76,64
E1079,7.63,CSET240,89,56,66,87
E1079,7.63,CSET211,91,77,83,95
E1079,7.63,CSET201,95,95,89,99
E1080,7.58,CSET243,68,67,67,72
E1080,7.58,CSET240,57,60,85,80
E1080,7.58,CSET211,92,67,100,81
E1080,7.58,CSET201,89,86,88,98
E1081,6.9,CSET243,45,70,46,67
E1081,6.9,CSET240,85,46,70,64
E1081,6.9,CSET211,78,95,68,87
E1081,6.9,CSET201,79,76,82,75
E1082,8.02,CSET243,78,52,54,68
E1082,8.02,CSET240,59,78,63,63
E1082,8.02,CSET211,70,76,77,81
E1082,8.02,CSET201,100,93,82,96
E1083,5.09,CSET243,36,40,48,33
E1083,5.09,CSET240,63,54,53,51
E1083,5.09,CSET211,67,42,61,54
E1083,5.09,CSET201,74,66,67,52
E1084,8.58,CSET243,57,64,72,70
E1084,8.58,CSET240,100,90,64,93
E1084,8.58,CSET211,96,89,80,80
E1084,8.58,CSET201,99,100,90,90
E1085,8.04,CSET243,65,83,47,58
E1085,8.04,CSET240,85,85,99,72
E1085,8.04,CSET211,92,89,71,73
E1085,8.04,CSET201,83,82,92,84
E1086,6.38,CSET243,20,65,60,56
E1086,6.38,CSET240,81,60,70,65
E1086,6.38,CSET211,54,73,61,81
E1086,6.38,CSET201,63,79,81,83
E1087,8.14,CSET243,90,54,64,54
E1087,8.14,CSET240,100,65,90,73
E1087,8.14,CSET211,72,79,76,74
E1087,8.14,CSET201,93,90,98,90
E1088,9.13,CSET243,52,75,76,70
E1088,9.13,CSET240,70,78,86,80
E1088,9.13,CSET211,87,98,87,99
E1088,9.13,CSET201,88,92,100,100
E1089,5.46,CSET243,31,53,20,29
E1089,5.46,CSET240,52,75,70,53
E1089,5.46,CSET211,55,66,56,70
E1089,5.46,CSET201,64,57,71,69
E1090,7.91,CSET243,89,71,92,56
E1090,7.91,CSET240,68,75,59,74
E1090,7.91,CSET211,73,77,73,73
E1090,7.91,CSET201,100,96,90,83
E1091,8.99,CSET243,47,51,79,62
E1091,8.99,CSET240,77,81,100,100
E1091,8.99,CSET211,83,87,82,76
E1091,8.99,CSET201,100,99,95,93
E1092,8.02,CSET243,67,77,78,85
E1092,8.02,CSET240,77,100,88,84
E1092,8.02,CSET211,73,86,71,82
E1092,8.02,CSET201,92,100,88,94
E1093,8.26,CSET243,52,84,73,88
E1093,8.26,CSET240,58,68,77,98
E1093,8.26,CSET211,74,78,67,56
E1093,8.26,CSET201,99,100,83,80
E1094,8.22,CSET243,66,64,78,49
E1094,8.22,CSET240,71,76,79,58
E1094,8.22,CSET211,60,80,73,94
E1094,8.22,CSET201,93,86,87,92
E1095,8.05,CSET243,64,59,74,76
E1095,8.05,CSET240,57,52,70,78
E1095,8.05,CSET211,96,75,82,90
E1095,8.05,CSET201,100,84,90,84
E1096,7.93,CSET243,50,58,80,74
E1096,7.93,CSET240,85,78,84,86
E1096,7.93,CSET211,100,74,76,87
E1096,7.93,CSET201,82,89,85,93
E1097,9.06,CSET243,84,73,57,83
E1097,9.06,CSET240,90,70,100,90
E1097,9.06,CSET211,99,82,86,84
E1097,9.06,CSET201,93,100,100,98
E1098,8.13,CSET243,61,27,64,58
E1098,8.13,CSET240,96,74,74,91
E1098,8.13,CSET211,79,76,60,86
E1098,8.13,CSET201,90,93,88,85
E1099,8.37,CSET243,89,60,83,62
E1099,8.37,CSET240,67,71,82,73
E1099,8.37,CSET211,100,85,66,85
E1099,8.37,CSET201,93,80,94,93
E1100,6.18,CSET243,68,62,50,55
E1100,6.18,CSET240,74,72,67,69
E1100,6.18,CSET211,88,78,78,87
E1100,6.18,CSET201,92,98,92,90
E1101,8.16,CSET243,56,69,83,82
E1101,8.16,CSET240,75,73,94,63
E1101,8.16,CSET211,92,65,82,75
E1101,8.16,CSET201,96,85,79,89
E1102,8.36,CSET243,97,70,93,66
E1102,8.36,CSET240,59,74,74,77
E1102,8.36,CSET211,100,91,88,65
E1102,8.36,CSET201,76,86,87,94
E1103,8.2,CSET243,63,63,48,75
E1103,8.2,CSET240,88,94,83,84
E1103,8.2,CSET211,81,100,90,92
E1103,8.2,CSET201,96,75,87,84
E1104,5.87,CSET243,35,33,53,33
E1104,5.87,CSET240,44,52,49,67
E1104,5.87,CSET211,71,63,55,39
E1104,5.87,CSET201,65,60,60,61
E1105,5.6,CSET243,57,35,51,20
E1105,5.6,CSET240,41,62,46,52
E1105,5.6,CSET211,29,38,66,69
E1105,5.6,CSET201,61,69,63,61
E1106,8.24,CSET243,55,83,68,73
E1106,8.24,CSET240,90,76,80,80
E1106,8.24,CSET211,77,84,61,84
E1106,8.24,CSET201,93,93,83,91
E1107,6.09,CSET243,48,44,40,36
E1107,6.09,CSET240,51,48,79,47
E1107,6.09,CSET211,70,42,68,47
E1107,6.09,CSET201,60,65,71,52
E1108,9.13,CSET243,53,63,83,76
E1108,9.13,CSET240,100,91,88,88
E1108,9.13,CSET211,85,94,99,96
E1108,9.13,CSET201,100,94,95,100
E1109,5.51,CSET243,44,48,36,37
E1109,5.51,CSET240,47,50,47,44
E1109,5.51,CSET211,51,47,59,52
E1109,5.51,CSET201,69,64,71,65
E1110,8.97,CSET243,67,74,58,82
E1110,8.97,CSET240,98,79,66,80
E1110,8.97,CSET211,91,67,93,85
E1110,8.97,CSET201,100,100,94,100
E1111,7.88,CSET243,58,63,53,44
E1111,7.88,CSET240,72,77,93,89
E1111,7.88,CSET211,80,79,93,65
E1111,7.88,CSET201,87,94,84,85
E1112,7.91,CSET243,88,49,62,64
E1112,7.91,CSET240,100,79,92,55
E1112,7.91,CSET211,93,87,86,71
E1112,7.91,CSET201,88,90,84,86
E1113,7.9,CSET243,61,65,69,44
E1113,7.9,CSET240,81,81,83,65
E1113,7.9,CSET211,92,84,67,75
E1113,7.9,CSET201,88,94,81,88
E1114,8.0,CSET243,64,68,83,66
E1114,8.0,CSET240,71,90,72,73
E1114,8.0,CSET211,72,72,73,82
E1114,8.0,CSET201,85,91,91,89
E1115,7.99,CSET243,72,72,66,66
E1115,7.99,CSET240,79,83,82,96
E1115,7.99,CSET211,78,96,100,83
E1115,7.99,CSET201,81,94,89,90
E1116,8.15,CSET243,90,67,53,71
E1116,8.15,CSET240,45,91,77,75
E1116,8.15,CSET211,84,83,95,86
E1116,8.15,CSET201,76,88,92,89
E1117,5.21,CSET243,50,20,51,54
E1117,5.21,CSET240,60,50,75,57
E1117,5.21,CSET211,53,50,67,61
E1117,5.21,CSET201,61,74,76,59
E1118,9.13,CSET243,81,85,82,86
E1118,9.13,CSET240,86,81,88,82
E1118,9.13,CSET211,90,84,83,90
E1118,9.13,CSET201,100,97,81,100
E1119,9.12,CSET243,75,83,88,57
E1119,9.12,CSET240,87,96,99,64
E1119,9.12,CSET211,88,76,70,86
E1119,9.12,CSET201,96,87,100,97
E1120,8.97,CSET243,67,42,78,83
E1120,8.97,CSET240,75,91,92,82
E1120,8.97,CSET211,97,100,90,83
E1120,8.97,CSET201,96,96,100,94
E1121,7.94,CSET243,60,99,38,80
E1121,7.94,CSET240,85,52,82,66
E1121,7.94,CSET211,85,82,85,66
E1121,7.94,CSET201,87,87,99,85
E1122,5.72,CSET243,48,31,41,20
E1122,5.72,CSET240,45,50,52,56
E1122,5.72,CSET211,77,43,57,71
E1122,5.72,CSET201,63,62,63,64
E1123,5.55,CSET243,47,51,27,60
E1123,5.55,CSET240,59,40,51,65
E1123,5.55,CSET211,68,58,42,43
E1123,5.55,CSET201,63,65,47,56
E1124,7.33,CSET243,70,80,39,60
E1124,7.33,CSET240,77,81,50,100
E1124,7.33,CSET211,66,69,75,73
E1124,7.33,CSET201,72,71,68,58
E1125,8.76,CSET243,55,56,63,88
E1125,8.76,CSET240,69,90,76,89
E1125,8.76,CSET211,100,100,79,84
E1125,8.76,CSET201,98,100,86,99
E1126,7.91,CSET243,54,53,77,48
E1126,7.91,CSET240,67,78,88,83
E1126,7.91,CSET211,88,55,97,93
E1126,7.91,CSET201,94,91,92,93
E1127,9.17,CSET243,37,82,70,51
E1127,9.17,CSET240,90,100,81,100
E1127,9.17,CSET211,95,75,92,89
E1127,9.17,CSET201,89,100,86,98
E1128,6.56,CSET243,68,66,71,42
E1128,6.56,CSET240,70,79,63,73
E1128,6.56,CSET211,88,79,62,86
E1128,6.56,CSET201,71,64,75,71
E1129,8.09,CSET243,70,58,46,74
E1129,8.09,CSET240,64,62,71,68
E1129,8.09,CSET211,67,94,70,77
E1129,8.09,CSET201,100,81,100,83
E1130,6.31,CSET243,59,44,38,47
E1130,6.31,CSET240,53,62,50,65
E1130,6.31,CSET211,84,100,90,75
E1130,6.31,CSET201,80,90,74,73
E1131,7.23,CSET243,64,56,62,72
E1131,7.23,CSET240,88,66,65,52
E1131,7.23,CSET211,77,66,66,76
E1131,7.23,CSET201,76,73,82,80
E1132,8.75,CSET243,58,96,67,76
E1132,8.75,CSET240,100,68,94,96
E1132,8.75,CSET211,87,90,86,83
E1132,8.75,CSET201,100,97,100,100
E1133,9.12,CSET243,65,85,77,72
E1133,9.12,CSET240,100,100,44,73
E1133,9.12,CSET211,89,95,91,88
E1133,9.12,CSET201,100,84,100,97
E1134,5.37,CSET243,51,21,41,20
E1134,5.37,CSET240,56,46,41,42
E1134,5.37,CSET211,71,56,59,60
E1134,5.37,CSET201,70,66,70,68
E1135,8.29,CSET243,96,100,84,57
E1135,8.29,CSET240,89,72,76,88
E1135,8.29,CSET211,88,77,86,86
E1135,8.29,CSET201,83,87,87,91
E1136,7.66,CSET243,65,71,63,73
E1136,7.66,CSET240,65,64,92,59
E1136,7.66,CSET211,74,63,76,81
E1136,7.66,CSET201,85,95,82,85
E1137,8.41,CSET243,38,58,62,75
E1137,8.41,CSET240,97,92,55,84
E1137,8.41,CSET211,95,75,94,91
E1137,8.41,CSET201,97,98,86,88
E1138,8.96,CSET243,100,67,87,66
E1138,8.96,CSET240,94,97,95,90
E1138,8.96,CSET211,61,76,100,99
E1138,8.96,CSET201,98,92,88,95
E1139,7.87,CSET243,50,57,57,65
E1139,7.87,CSET240,93,51,82,59
E1139,7.87,CSET211,77,94,75,83
E1139,7.87,CSET201,90,91,88,89
E1140,8.29,CSET243,47,66,61,29
E1140,8.29,CSET240,75,82,64,71
E1140,8.29,CSET211,83,74,87,80
E1140,8.29,CSET201,82,92,91,90
E1141,8.18,CSET243,42,78,66,68
E1141,8.18,CSET240,94,93,51,92
E1141,8.18,CSET211,93,70,65,86
E1141,8.18,CSET201,88,89,89,83
E1142,7.02,CSET243,45,70,49,53
E1142,7.02,CSET240,84,92,63,58
E1142,7.02,CSET211,66,55,60,63
E1142,7.02,CSET201,89,76,100,91
E1143,8.05,CSET243,56,49,83,38
E1143,8.05,CSET240,84,78,71,52
E1143,8.05,CSET211,86,83,61,85
E1143,8.05,CSET201,79,79,88,88
E1144,9.29,CSET243,52,94,85,67
E1144,9.29,CSET240,90,82,97,83
E1144,9.29,CSET211,82,61,100,99
E1144,9.29,CSET201,91,93,87,100
E1145,7.35,CSET243,91,47,38,60
E1145,7.35,CSET240,84,67,49,75
E1145,7.35,CSET211,80,79,79,68
E1145,7.35,CSET201,75,70,75,81
E1146,7.94,CSET243,75,64,68,49
E1146,7.94,CSET240,65,85,64,78
E1146,7.94,CSET211,65,69,92,83
E1146,7.94,CSET201,94,100,88,86
E1147,8.79,CSET243,91,76,45,70
E1147,8.79,CSET240,59,89,76,62
E1147,8.79,CSET211,87,99,79,84
E1147,8.79,CSET201,90,100,100,95
E1148,8.93,CSET243,67,45,50,66
E1148,8.93,CSET240,79,80,76,81
E1148,8.93,CSET211,84,66,75,90
E1148,8.93,CSET201,100,98,93,97
E1149,8.66,CSET243,69,57,60,76
E1149,8.66,CSET240,83,65,94,99
E1149,8.66,CSET211,100,88,100,97
E1149,8.66,CSET201,100,100,100,100
E1150,8.24,CSET243,71,78,62,77
E1150,8.24,CSET240,65,88,78,72
E1150,8.24,CSET211,69,84,74,78
E1150,8.24,CSET201,76,83,80,92
E1151,8.08,CSET243,86,55,45,51
E1151,8.08,CSET240,56,78,85,98
E1151,8.08,CSET211,83,73,93,87
E1151,8.08,CSET201,94,99,79,91
E1152,8.3,CSET243,67,76,68,68
E1152,8.3,CSET240,64,68,82,74
E1152,8.3,CSET211,70,92,77,81
E1152,8.3,CSET201,96,100,91,93
E1153,9.34,CSET243,63,80,55,79
E1153,9.34,CSET240,95,90,89,90
E1153,9.34,CSET211,99,95,98,85
E1153,9.34,CSET201,96,100,100,100
E1154,8.21,CSET243,82,73,53,51
E1154,8.21,CSET240,80,83,58,67
E1154,8.21,CSET211,84,90,91,81
E1154,8.21,CSET201,89,81,94,92
E1155,7.41,CSET243,82,64,54,49
E1155,7.41,CSET240,82,80,65,86
E1155,7.41,CSET211,75,72,46,53
E1155,7.41,CSET201,100,94,94,89
E1156,7.71,CSET243,57,77,63,67
E1156,7.71,CSET240,76,68,78,78
E1156,7.71,CSET211,92,100,94,88
E1156,7.71,CSET201,89,96,99,87
E1157,8.42,CSET243,42,77,64,70
E1157,8.42,CSET240,65,76,89,84
E1157,8.42,CSET211,69,71,92,72
E1157,8.42,CSET201,90,73,88,88
E1158,9.4,CSET243,98,97,77,87
E1158,9.4,CSET240,95,79,83,94
E1158,9.4,CSET211,83,100,88,91
E1158,9.4,CSET201,99,89,92,100
E1159,5.84,CSET243,37,29,27,47
E1159,5.84,CSET240,61,40,65,67
E1159,5.84,CSET211,67,71,53,49
E1159,5.84,CSET201,49,62,59,66
E1160,7.42,CSET243,62,76,69,82
E1160,7.42,CSET240,86,81,73,73
E1160,7.42,CSET211,58,71,91,100
E1160,7.42,CSET201,93,99,78,96
E1161,7.47,CSET243,55,65,52,43
E1161,7.47,CSET240,84,63,72,66
E1161,7.47,CSET211,86,62,72,80
E1161,7.47,CSET201,86,80,83,84
E1162,8.02,CSET243,63,54,67,65
E1162,8.02,CSET240,81,60,84,92
E1162,8.02,CSET211,84,75,87,86
E1162,8.02,CSET201,86,96,89,78
E1163,8.2,CSET243,52,53,55,66
E1163,8.2,CSET240,81,84,84,59
E1163,8.2,CSET211,76,88,81,73
E1163,8.2,CSET201,77,88,86,100
E1164,9.4,CSET243,99,83,64,90
E1164,9.4,CSET240,89,90,84,75
E1164,9.4,CSET211,88,88,68,99
E1164,9.4,CSET201,93,100,100,89
E1165,9.16,CSET243,95,77,52,75
E1165,9.16,CSET240,72,81,86,87
E1165,9.16,CSET211,85,88,89,86
E1165,9.16,CSET201,94,98,100,100
E1166,5.33,CSET243,38,29,36,36
E1166,5.33,CSET240,55,32,42,64
E1166,5.33,CSET211,47,53,39,50
E1166,5.33,CSET201,54,74,65,71
E1167,6.32,CSET243,35,39,40,43
E1167,6.32,CSET240,51,55,40,41
E1167,6.32,CSET211,39,51,78,56
E1167,6.32,CSET201,79,57,60,53
E1168,5.92,CSET243,34,20,54,39
E1168,5.92,CSET240,61,65,34,61
E1168,5.92,CSET211,34,56,59,52
E1168,5.92,CSET201,73,66,54,62
E1169,8.34,CSET243,92,67,56,57
E1169,8.34,CSET240,73,100,75,75
E1169,8.34,CSET211,69,92,74,87
E1169,8.34,CSET201,94,74,80,100
E1170,9.1,CSET243,100,78,66,78
E1170,9.1,CSET240,79,83,78,97
E1170,9.1,CSET211,99,79,100,92
E1170,9.1,CSET201,89,97,100,100
E1171,7.85,CSET243,32,63,67,80
E1171,7.85,CSET240,100,95,90,78
E1171,7.85,CSET211,84,83,85,95
E1171,7.85,CSET201,85,90,81,84
E1172,7.44,CSET243,47,61,54,59
E1172,7.44,CSET240,74,58,55,49
E1172,7.44,CSET211,65,87,97,62
E1172,7.44,CSET201,92,86,79,91
E1173,5.39,CSET243,38,28,20,20
E1173,5.39,CSET240,57,62,55,38
E1173,5.39,CSET211,58,58,34,48
E1173,5.39,CSET201,57,50,58,60
E1174,8.26,CSET243,54,85,65,71
E1174,8.26,CSET240,71,82,76,77
E1174,8.26,CSET211,91,100,68,77
E1174,8.26,CSET201,92,89,98,100
E1175,6.6,CSET243,68,79,45,67
E1175,6.6,CSET240,65,68,77,59
E1175,6.6,CSET211,61,73,48,85
E1175,6.6,CSET201,78,84,82,82
E1176,8.79,CSET243,58,59,82,74
E1176,8.79,CSET240,87,81,86,78
E1176,8.79,CSET211,100,88,86,100
E1176,8.79,CSET201,92,100,100,99
E1177,8.74,CSET243,84,77,66,75
E1177,8.74,CSET240,97,85,78,98
E1177,8.74,CSET211,84,100,81,88
E1177,8.74,CSET201,84,100,93,100
E1178,9.09,CSET243,52,61,59,77
E1178,9.09,CSET240,74,73,64,87
E1178,9.09,CSET211,93,88,98,93
E1178,9.09,CSET201,100,90,100,100
E1179,8.22,CSET243,55,60,37,68
E1179,8.22,CSET240,55,93,58,87
E1179,8.22,CSET211,90,84,84,72
E1179,8.22,CSET201,79,89,86,91
E1180,7.89,CSET243,73,66,30,59
E1180,7.89,CSET240,60,91,93,77
E1180,7.89,CSET211,100,100,86,78
E1180,7.89,CSET201,85,93,92,100
E1181,8.17,CSET243,94,44,57,74
E1181,8.17,CSET240,70,100,94,82
E1181,8.17,CSET211,95,88,68,89
E1181,8.17,CSET201,92,80,80,82
E1182,6.89,CSET243,90,57,47,58
E1182,6.89,CSET240,75,72,91,60
E1182,6.89,CSET211,58,78,59,76
E1182,6.89,CSET201,86,71,66,79
E1183,8.4,CSET243,45,72,87,46
E1183,8.4,CSET240,67,84,66,74
E1183,8.4,CSET211,87,89,88,71
E1183,8.4,CSET201,95,100,99,84
E1184,7.97,CSET243,70,61,59,67
E1184,7.97,CSET240,53,89,66,76
E1184,7.97,CSET211,77,77,83,72
E1184,7.97,CSET201,94,100,87,85
E1185,5.3,CSET243,28,32,44,30
E1185,5.3,CSET240,69,44,74,30
E1185,5.3,CSET211,67,54,56,45
E1185,5.3,CSET201,50,61,68,72
E1186,6.36,CSET243,42,52,38,40
E1186,6.36,CSET240,43,46,51,66
E1186,6.36,CSET211,47,47,56,39
E1186,6.36,CSET201,70,64,57,59
E1187,8.19,CSET243,58,59,72,59
E1187,8.19,CSET240,94,83,62,75
E1187,8.19,CSET211,77,61,83,80
E1187,8.19,CSET201,86,92,76,89
E1188,7.97,CSET243,48,59,66,39
E1188,7.97,CSET240,90,70,60,79
E1188,7.97,CSET211,81,82,72,84
E1188,7.97,CSET201,90,84,100,93
E1189,7.09,CSET243,59,59,58,31
E1189,7.09,CSET240,76,65,57,75
E1189,7.09,CSET211,62,57,61,56
E1189,7.09,CSET201,71,83,60,87
E1190,8.34,CSET243,71,59,81,49
E1190,8.34,CSET240,90,94,85,94
E1190,8.34,CSET211,100,85,73,83
E1190,8.34,CSET201,97,91,87,87
E1191,5.63,CSET243,32,52,35,35
E1191,5.63,CSET240,32,36,44,27
E1191,5.63,CSET211,57,49,50,52
E1191,5.63,CSET201,63,60,70,63
E1192,5.64,CSET243,35,51,20,30
E1192,5.64,CSET240,57,46,59,53
E1192,5.64,CSET211,55,51,66,61
E1192,5.64,CSET201,58,50,74,63
E1193,4.85,CSET243,52,35,28,56
E1193,4.85,CSET240,50,51,30,51
E1193,4.85,CSET211,67,72,59,53
E1193,4.85,CSET201,65,73,72,56
E1194,7.78,CSET243,53,68,91,89
E1194,7.78,CSET240,82,47,100,76
E1194,7.78,CSET211,87,89,78,64
E1194,7.78,CSET201,100,84,81,80
E1195,5.58,CSET243,20,38,39,30
E1195,5.58,CSET240,49,49,50,39
E1195,5.58,CSET211,44,64,43,42
E1195,5.58,CSET201,65,58,58,63
E1196,5.03,CSET243,20,20,56,46
E1196,5.03,CSET240,61,48,49,43
E1196,5.03,CSET211,66,55,65,66
E1196,5.03,CSET201,58,60,65,70
E1197,5.57,CSET243,22,39,41,48
E1197,5.57,CSET240,55,70,42,46
E1197,5.57,CSET211,51,60,57,56
E1197,5.57,CSET201,58,52,53,70
E1198,5.37,CSET243,32,26,50,48
E1198,5.37,CSET240,61,27,40,52
E1198,5.37,CSET211,53,39,53,65
E1198,5.37,CSET201,70,68,79,64
E1199,8.1,CSET243,75,55,75,64
E1199,8.1,CSET240,71,78,79,60
E1199,8.1,CSET211,74,93,99,80
E1199,8.1,CSET201,77,94,93,83
E1200,8.74,CSET243,71,97,63,76
E1200,8.74,CSET240,80,63,85,94
E1200,8.74,CSET211,78,79,100,84
E1200,8.74,CSET201,94,99,99,100
E1201,7.81,CSET243,85,88,50,69
E1201,7.81,CSET240,85,75,74,71
E1201,7.81,CSET211,57,100,74,77
E1201,7.81,CSET201,98,96,100,97
E1202,6.65,CSET243,62,52,64,74
E1202,6.65,CSET240,64,65,82,74
E1202,6.65,CSET211,73,90,90,81
E1202,6.65,CSET201,83,86,94,91
E1203,7.79,CSET243,74,52,67,78
E1203,7.79,CSET240,85,59,82,78
E1203,7.79,CSET211,99,76,80,76
E1203,7.79,CSET201,85,84,86,90
E1204,7.29,CSET243,72,56,51,59
E1204,7.29,CSET240,68,67,60,78
E1204,7.29,CSET211,86,84,84,78
E1204,7.29,CSET201,74,86,86,88
E1205,7.84,CSET243,54,72,87,56
E1205,7.84,CSET240,73,61,82,78
E1205,7.84,CSET211,63,73,82,58
E1205,7.84,CSET201,94,80,88,77
E1206,7.96,CSET243,96,57,64,77
E1206,7.96,CSET240,82,59,66,80
E1206,7.96,CSET211,86,79,76,81
E1206,7.96,CSET201,81,90,78,86
E1207,6.64,CSET243,48,55,60,63
E1207,6.64,CSET240,84,90,83,94
E1207,6.64,CSET211,89,81,77,67
E1207,6.64,CSET201,83,95,87,79
E1208,7.85,CSET243,78,80,55,62
E1208,7.85,CSET240,51,91,72,69
E1208,7.85,CSET211,91,78,79,78
E1208,7.85,CSET201,88,96,82,85
E1209,6.55,CSET243,58,74,81,93
E1209,6.55,CSET240,71,72,49,70
E1209,6.55,CSET211,71,91,77,70
E1209,6.55,CSET201,77,83,77,79
E1210,6.11,CSET243,20,48,60,20
E1210,6.11,CSET240,44,53,68,44
E1210,6.11,CSET211,45,47,62,50
E1210,6.11,CSET201,62,70,70,57
E1211,8.38,CSET243,48,51,46,57
E1211,8.38,CSET240,69,66,71,76
E1211,8.38,CSET211,59,72,95,77
E1211,8.38,CSET201,97,99,85,90
E1212,7.28,CSET243,56,100,81,85
E1212,7.28,CSET240,80,79,76,83
E1212,7.28,CSET211,79,73,78,91
E1212,7.28,CSET201,93,82,82,88
E1213,7.63,CSET243,38,44,41,47
E1213,7.63,CSET240,74,67,69,69
E1213,7.63,CSET211,74,90,86,81
E1213,7.63,CSET201,99,76,100,91
E1214,8.22,CSET243,77,82,74,73
